char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Quincy,Williams,82,29,56,18,17,88,67,87,44,63,6,38,19,10,28,70,89
Jermaine,Johnson II,79,26,11,18,15,85,82,90,44,48,6,43,15,10,32,38,86
Joe,Tippmann,79,24,66,18,1,73,89,90,45,39,6,20,12,10,85,13,33
Nick,Folk,79,40,18,18,6,67,59,65,50,40,30,25,88,10,15,18,25
Andre,Cisco,78,25,8,18,5,92,65,84,59,77,12,69,19,43,33,74,65
Allen,Lazard,77,29,10,18,20,88,71,92,75,85,10,80,13,50,48,20,34
Armand,Membou,77,21,70,18,18,74,89,90,41,25,6,10,15,10,81,13,28
Michael,Carter II,77,26,30,18,2,92,55,85,54,68,6,72,17,49,25,77,56
Josh,Reynolds,76,30,83,18,20,88,66,77,76,86,20,76,14,45,40,22,35
Tony,Adams,76,26,22,18,5,90,62,75,59,68,12,72,11,50,28,76,63
Will,McDonald IV,76,26,9,18,7,82,69,78,49,48,26,50,32,25,45,44,77
Brandon,Stephens,75,27,21,18,2,90,68,87,69,70,6,75,15,25,30,76,65
Derrick,Nnadi,75,29,91,18,3,73,88,93,27,25,6,25,12,10,38,24,82
Olu,Fashanu,75,22,74,18,11,69,88,88,36,32,6,27,14,10,82,11,43
Azareye'h,Thomas,74,21,23,18,2,86,67,89,57,72,6,71,19,81,31,75,56
Jamien,Sherwood,74,25,44,18,12,81,67,87,64,63,33,68,20,45,32,69,85
Justin,Fields,74,26,7,18,14,92,65,94,59,32,81,87,18,62,26,18,24
Thomas,Hennessy,73,31,42,18,10,74,67,76,63,61,6,30,13,10,52,25,59
Braelon,Allen,72,21,0,18,4,88,79,84,87,64,28,82,12,50,45,38,45
Isaiah,Oliver,72,28,26,18,5,89,59,85,73,76,6,77,13,77,27,73,58
Mason,Taylor,72,21,85,18,19,83,75,92,71,82,11,66,30,22,60,36,39
Micheal,Clemons,72,28,72,18,15,77,80,87,28,30,15,27,12,10,32,24,82
Josh,Myers,71,27,71,18,1,62,89,84,28,31,6,12,12,10,78,12,31
Xavier,Gipson,71,24,3,18,20,92,56,82,72,81,10,79,11,82,39,24,39
Malachi,Corley,70,23,6,18,20,88,66,87,70,85,29,82,22,54,44,29,40
Phidarian,Mathis,70,27,98,18,3,63,89,84,25,24,6,20,12,10,38,18,83
Andrew,Beck,69,29,47,18,4,86,77,88,67,72,10,64,15,70,66,34,47
Austin,McNamara,69,24,14,18,13,76,45,78,40,40,53,49,70,50,11,20,25
Harrison,Mevis,69,23,45,18,6,70,44,73,29,31,27,27,74,10,15,10,25
Isaiah,Davis,69,23,32,18,4,87,73,81,92,67,25,80,22,71,32,22,40
Tyler,Baron,69,23,94,18,7,85,76,82,44,36,15,30,21,27,36,35,77
Tyler,Johnson,69,27,16,18,20,87,68,87,72,82,46,79,16,50,38,30,37
Tyrod,Taylor,69,36,2,18,14,86,57,80,66,63,79,72,17,15,23,22,37
Arian,Smith,68,23,82,18,20,94,64,83,71,75,11,72,21,55,36,60,31
Donovan,Edwards,68,22,40,18,4,91,71,88,87,68,53,77,21,65,37,24,36
Jay,Tufele,68,26,78,18,3,71,88,91,27,25,6,22,12,30,39,19,83
Jeremy,Ruckert,68,25,89,18,19,82,78,87,76,80,20,62,24,15,65,15,37
Malachi,Moore,68,23,27,18,5,87,61,86,61,70,6,64,16,42,30,68,67
Max,Mitchell,68,25,61,18,16,62,85,86,29,24,6,14,19,10,79,10,29
Rashad,Weaver,68,27,99,18,15,76,77,80,47,44,6,39,17,10,32,38,74
Braiden,McGregor,67,24,55,18,15,80,73,83,40,39,6,42,30,10,37,27,82
Chukwuma,Okorafor,67,28,79,18,18,67,85,81,27,24,6,10,13,10,78,12,28
Jamin,Davis,67,26,52,18,12,89,73,76,52,68,6,36,20,10,24,52,83
Jaylin,Simpson,67,25,36,18,5,90,53,75,62,74,26,69,21,60,26,72,60
Kene,Nwangwu,67,27,34,18,4,93,68,80,83,61,16,78,15,90,32,15,29
Kris,Boyd,67,28,17,18,2,90,65,80,72,60,10,74,14,57,25,67,59
Qwan'tez,Stiggers,67,23,37,18,2,91,60,83,57,73,18,69,15,55,34,68,64
Byron,Cowart,66,28,93,18,3,68,85,80,26,40,9,31,12,10,32,25,77
Carter,Warren,66,26,67,18,11,64,82,78,55,48,13,33,11,10,66,9,30
Dymere,Miller,66,24,35,18,20,93,62,87,70,77,15,74,15,68,37,25,30
Francisco,Mauigoa,66,22,51,18,12,84,73,88,63,56,23,49,18,10,35,60,78
Jarrick,Bernard-Converse,66,25,29,18,2,93,61,87,57,64,22,69,17,55,18,65,63
Eric,Watts,65,24,58,18,7,83,79,90,41,35,19,45,26,39,36,25,76
Kingsley,Jonathan,65,27,57,18,7,80,80,84,39,35,6,27,27,10,33,19,73
Leonard,Taylor III,65,23,96,18,3,68,84,79,33,28,10,27,20,36,30,29,75
Zaire,Barnes,65,25,53,18,17,88,67,75,56,60,21,68,11,45,34,66,78
Irvin,Charles,64,28,19,18,20,87,66,84,75,79,22,75,12,51,39,26,36
Pokey,Wilson,64,26,81,18,20,87,54,80,69,79,10,75,18,50,28,15,27
Aaron,Smith,63,23,48,18,12,83,75,84,60,54,6,50,20,10,33,59,79
Marquis,Hayes,63,26,77,18,16,62,86,86,20,21,6,17,12,10,70,10,28
Stone,Smartt,63,26,84,18,19,85,62,76,75,79,65,73,15,60,38,15,35
Brady,Cook,62,23,4,18,14,85,67,88,57,38,76,60,26,21,23,17,32
Brandon,Smith,62,26,87,18,20,84,70,81,73,74,23,74,11,50,47,20,35
Zack,Kuntz,62,26,88,18,19,85,70,84,70,78,10,59,20,25,58,18,49
Quentin,Skinner,61,23,39,18,20,89,63,83,67,80,12,70,26,64,42,30,38
Marcelino,McCrary-Ball,60,26,41,18,17,89,72,82,63,68,6,69,17,35,29,61,72
Bump,Cooper Jr,58,24,46,18,2,84,58,84,60,64,6,69,13,45,25,64,44
Xavier,Newman,58,26,65,18,8,67,81,88,25,20,7,11,12,10,68,10,31
Amon-Ra,St. Brown,96,25,14,19,20,90,67,85,76,99,33,87,14,74,37,16,34
Penei,Sewell,96,24,58,19,18,73,97,91,35,44,6,10,20,10,98,12,32
Jahmyr,Gibbs,95,23,0,19,4,95,72,84,96,74,17,95,10,80,30,14,30
Aidan,Hutchinson,93,25,97,19,7,82,87,92,59,64,8,52,12,10,38,48,88
Kerby,Joseph,90,24,31,19,5,88,64,70,63,84,6,77,20,44,24,85,78
Brian,Branch,89,23,32,19,5,88,60,91,67,77,21,72,17,76,29,88,73
Jared,Goff,87,30,16,19,14,74,64,93,58,43,90,48,20,11,18,15,27
Taylor,Decker,87,31,68,19,11,69,90,92,28,44,6,11,19,9,83,13,34
Sam,LaPorta,86,24,87,19,19,86,74,90,74,92,21,77,12,37,58,34,59
D.J.,Reader,85,31,98,19,3,70,95,84,30,29,6,16,17,9,40,22,86
David,Montgomery,84,28,5,19,4,88,77,91,93,74,35,85,12,45,45,13,30
Jack,Campbell,84,25,46,19,12,85,76,96,58,69,6,46,18,14,40,66,90
Alim,McNeill,83,25,54,19,3,75,93,88,46,48,6,36,19,15,44,23,83
D.J.,Reed Jr,83,28,4,19,2,90,52,75,57,74,10,76,10,82,24,83,68
Jameson,Williams,82,24,1,19,20,98,63,86,68,84,10,86,17,82,33,19,26
Alex,Anzalone,79,30,34,19,17,86,74,77,47,61,6,31,18,14,35,71,85
Jack,Fox,79,29,3,19,13,79,50,65,39,23,30,10,79,10,16,16,29
Tim,Patrick,78,31,12,19,20,88,69,83,74,92,17,78,15,48,47,23,35
Amik,Robertson,77,27,21,19,2,88,56,90,64,75,28,78,10,50,21,81,48
Hogan,Hatten,77,25,49,19,10,78,68,88,54,59,6,55,20,35,51,52,75
Malcolm,Rodriguez,77,26,44,19,17,86,80,87,58,58,44,52,19,10,36,58,85
Tyleik,Williams,77,22,91,19,3,75,91,87,39,28,11,24,18,26,36,16,79
Jake,Bates,76,26,39,19,6,72,35,61,32,31,21,10,83,10,18,10,26
Terrion,Arnold,76,23,6,19,2,90,58,90,64,78,22,78,17,55,27,74,72
Avonte,Maddox,75,29,29,19,2,89,55,77,62,71,6,83,10,74,28,74,56
Graham,Glasgow,75,33,60,19,16,64,87,89,27,20,6,17,20,9,84,13,29
Kalif,Raymond,75,31,11,19,20,91,53,75,72,87,10,82,22,84,33,27,44
Josh,Paschal,74,25,93,19,7,80,85,94,42,38,6,34,12,10,42,37,82
Levi,Onwuzurike,74,27,78,19,3,79,87,89,32,28,6,29,10,40,31,26,83
Marcus,Davenport,74,28,92,19,15,84,82,81,31,24,6,36,16,10,31,38,79
Derrick,Barnes,73,26,55,19,9,86,79,86,69,59,11,64,20,35,38,60,83
Ennis,Rakestraw Jr,72,23,9,19,2,89,57,79,53,58,15,72,10,55,25,73,66
Roy,Lopez,72,28,51,19,3,66,90,86,23,22,6,17,13,15,37,16,78
Al-Quadin,Muhammad,71,30,96,19,15,80,78,84,37,41,6,39,19,12,28,37,78
Netane,Muti,71,26,52,19,8,67,96,92,40,17,6,24,28,10,78,10,44
Rock,Ya-Sin,71,29,23,19,2,90,68,87,59,69,6,71,18,58,23,73,52
Tate,Ratledge,71,24,69,19,1,73,88,80,41,42,6,23,56,10,79,24,38
Christian,Mahogany,70,24,73,19,8,68,89,93,21,28,6,22,12,10,79,9,27
Mekhi,Wingo,70,22,94,19,3,77,79,89,40,45,6,10,25,10,33,18,83
Zach,Cunningham,70,30,52,19,12,84,80,87,51,59,6,37,20,10,29,59,80
Chris,Smith,69,25,90,19,3,70,92,82,28,34,6,25,26,10,40,23,83
Miles,Frazier,69,23,71,19,8,64,89,88,37,43,6,24,14,10,76,23,28
Ronnie,Bell,69,25,10,19,20,88,58,81,70,81,26,74,12,68,43,16,26
Ahmed,Hassanein,68,23,61,19,15,80,83,94,43,36,10,32,18,30,37,28,73
Craig,Reynolds,68,29,13,19,4,89,66,81,87,67,22,78,13,76,44,18,29
Isaac,TeSlaa,68,23,18,19,20,91,65,85,69,83,48,73,32,81,36,27,28
Sione,Vaki,68,24,33,19,4,89,74,90,84,69,41,81,33,77,44,64,69
Trystan,Colon,68,27,67,19,1,71,80,87,30,30,6,10,21,10,76,12,35
Dominic,Lovett,67,22,19,19,20,92,62,82,73,82,11,72,21,60,33,59,33
Giovanni,Manu,67,24,59,19,11,70,86,87,44,40,12,23,15,10,80,7,43
Brock,Wright,66,26,89,19,19,86,79,83,73,79,10,58,21,10,58,13,43
Dan,Jackson,66,24,28,19,5,91,62,86,64,64,6,65,15,42,30,66,63
Erick,Hallett II,66,25,36,19,5,89,55,76,59,70,6,75,14,65,27,64,69
Hendon,Hooker,66,27,2,19,14,86,67,84,53,44,79,77,14,10,22,12,21
Isaac,Ukwu,66,26,45,19,7,76,83,84,35,33,9,35,22,10,35,28,78
Shane,Zylstra,66,28,84,19,19,82,65,81,76,79,6,70,21,10,47,15,34
Brodric,Martin,65,26,99,19,3,61,87,85,51,48,9,24,12,10,45,18,81
Malik,Taylor,65,29,86,19,20,88,59,78,68,80,22,79,14,83,38,19,44
Myles,Adams,65,27,66,19,3,66,80,75,34,29,6,24,10,10,37,21,75
Kenny,Yeboah,64,26,88,19,19,82,70,84,76,76,10,71,58,40,55,30,43
Khalil,Dorsey,64,27,30,19,2,92,51,83,60,64,6,75,13,65,26,63,60
Loren,Strickland,64,25,24,19,5,87,62,84,58,65,6,68,12,36,27,64,63
Trevor,Nowaske,64,26,53,19,9,88,74,77,48,62,16,48,21,10,30,53,74
Colby,Sorsdal,63,25,75,19,18,67,80,81,41,34,6,10,11,10,77,12,31
Grant,Stuard,63,26,15,19,12,84,76,90,46,47,6,21,26,10,33,57,78
Jamarco,Jones,63,29,72,19,11,58,80,94,26,20,6,15,12,11,74,12,31
Kayode,Awosika,63,26,74,19,16,65,86,84,24,26,6,10,27,10,67,10,35
Michael,Niese,63,27,62,19,16,71,82,86,36,25,7,26,10,5,75,12,33
Pat,O'Connor,63,31,95,19,7,75,82,81,24,29,6,21,25,10,29,25,75
Dan,Skipper,61,30,70,19,18,70,82,93,37,42,6,24,19,10,72,13,36
Kyle,Allen,60,29,8,19,14,81,53,84,56,24,78,49,15,11,14,15,28
Morice,Norris,59,24,26,19,5,87,56,81,67,65,6,73,22,45,31,62,62
Kingsley,Eguakun,58,24,65,19,1,61,84,84,34,40,10,23,23,11,73,12,29
Ezekiel,Turner,57,29,47,19,17,86,63,80,61,61,6,60,14,35,28,62,70
Xavier,McKinney,93,26,29,20,5,88,67,91,62,79,6,71,12,40,25,85,83
Josh,Jacobs,90,27,8,20,4,90,83,95,87,72,30,91,10,77,39,26,34
Elgton,Jenkins,87,29,74,20,1,74,89,87,25,26,6,20,14,10,76,14,38
Zach,Tom,87,26,50,20,18,74,81,75,24,26,6,10,14,10,86,9,28
Jordan,Love,83,26,10,20,14,84,62,89,67,21,87,65,27,12,18,18,26
Kenny,Clark,83,29,97,20,3,72,91,92,34,24,6,24,17,9,41,36,87
Rashan,Gary,82,27,52,20,7,85,83,84,32,30,6,33,10,10,30,44,87
Jayden,Reed,81,25,11,20,20,94,58,86,72,81,35,86,14,82,35,32,31
Nate,Hobbs,81,26,21,20,2,91,65,82,58,66,6,75,14,74,30,79,58
Rasheed,Walker,80,25,63,20,11,64,87,77,36,30,6,27,14,10,73,11,43
Edgerrin,Cooper,79,23,56,20,12,89,72,87,65,70,23,68,19,45,41,74,84
Quay,Walker,79,25,7,20,17,88,75,85,55,57,6,61,16,10,35,61,90
Romeo,Doubs,79,25,87,20,20,92,60,86,67,83,15,76,17,79,29,25,35
Tucker,Kraft,79,24,85,20,19,88,76,82,72,90,39,65,18,10,61,31,53
Christian,Watson,78,26,9,20,20,96,65,78,74,85,15,80,17,75,37,15,27
Brandon,McManus,77,34,17,20,6,76,56,75,40,35,21,25,78,10,16,16,24
Keisean,Nixon,76,28,25,20,2,93,54,84,59,72,6,70,14,91,27,75,65
Matthew,Golden,76,22,22,20,20,91,61,86,74,80,33,82,24,83,44,29,24
Aaron,Banks,75,27,65,20,8,60,86,85,31,30,6,10,22,10,80,14,25
Devonte,Wyatt,75,27,95,20,3,80,86,85,39,41,5,23,21,12,39,27,79
Dontayvion,Wicks,75,24,13,20,20,89,60,85,69,82,40,82,20,40,34,10,29
Javon,Bullard,75,22,20,20,5,89,70,85,61,71,12,72,25,55,30,73,72
Jordan,Morgan,75,24,77,20,16,71,87,83,40,27,16,21,12,10,80,17,35
Carrington,Valentine,74,23,24,20,2,91,49,76,55,61,17,75,15,59,25,74,46
Daniel,Whelan,74,26,19,20,13,78,57,70,26,23,31,10,81,10,17,11,28
Isaiah,Simmons,74,27,28,20,5,91,73,87,65,75,6,68,20,58,24,67,75
Lukas,Van Ness,74,24,90,20,15,86,81,90,44,42,20,41,21,10,33,38,79
Mecole,Hardman,74,27,6,20,20,95,60,73,71,83,41,83,32,83,31,44,45
Evan,Williams,73,24,33,20,5,86,62,88,61,68,12,70,23,50,33,73,71
Isaiah,McDuffie,73,26,58,20,9,87,73,78,74,60,14,68,12,10,37,61,86
MarShawn,Lloyd,73,24,32,20,4,90,73,78,81,63,17,81,12,55,28,14,30
Sean,Rhyan,73,26,75,20,16,64,84,82,45,35,16,14,22,10,75,10,43
Anthony,Belton,71,24,71,20,11,64,86,90,24,22,7,14,15,23,78,14,31
Kingsley,Enagbare,71,25,55,20,7,77,83,88,31,28,6,35,21,10,33,36,82
Barryn,Sorrell,70,22,99,20,7,83,82,91,47,47,11,32,19,31,36,41,75
Collin,Oliver,70,22,45,20,15,87,77,83,49,50,17,47,24,33,42,55,73
Karl,Brooks,70,25,94,20,3,70,84,79,41,44,7,26,9,10,37,26,77
Luke,Musgrave,70,24,88,20,19,89,75,86,73,85,10,58,14,15,60,19,60
Savion,Williams,70,23,83,20,20,90,71,82,75,79,48,78,32,69,38,36,26
Israel,Abanikanda,69,22,23,20,4,92,67,82,86,61,15,80,13,79,42,41,43
Will,Sheppard,68,23,82,20,20,86,68,85,71,79,12,78,17,55,38,25,29
Colby,Wooden,67,24,96,20,3,79,78,81,35,28,7,42,8,10,45,29,78
Cornelius,Johnson,67,24,84,20,20,91,63,88,71,77,12,75,12,45,37,19,37
Kamal,Hadden,67,24,36,20,2,87,65,82,58,72,10,71,19,59,24,69,51
Kitan,Oladapo,67,24,27,20,5,86,68,88,65,66,8,66,26,45,37,68,73
Micah,Robinson,67,23,26,20,2,92,58,87,65,75,13,74,29,80,29,65,64
Brenton,Cox,66,25,57,20,7,78,81,79,42,48,6,45,14,10,39,44,73
Chris,Brooks,66,25,30,20,4,89,71,88,92,65,15,80,22,42,38,15,28
Isaiah,Dunn,66,26,47,20,2,92,59,71,55,52,6,70,11,62,27,63,47
Malik,Heath,66,25,18,20,20,87,64,83,74,81,20,76,12,75,35,16,31
Warren,Brinson,66,23,91,20,3,70,83,86,39,19,6,18,25,32,35,12,76
Zayne,Anderson,66,28,39,20,5,90,59,74,60,65,12,60,24,45,28,67,67
Bo,Melton,65,26,16,20,2,94,65,80,68,81,15,79,20,74,43,64,53
Emanuel,Wilson,65,26,31,20,4,90,72,85,84,68,25,77,17,70,48,13,37
Gregory,Junior,65,26,38,20,2,91,64,78,55,57,6,70,11,40,28,65,57
Jacob,Monk,65,24,62,20,1,69,83,85,25,27,12,10,19,10,75,11,28
Kalen,King,65,22,34,20,2,87,47,76,59,68,11,72,9,55,26,64,56
Malik,Willis,65,26,2,20,14,90,72,94,67,58,75,84,20,48,25,25,35
Ty'Ron,Hopper,65,24,59,20,12,83,66,83,55,58,27,56,14,45,37,58,70
Donovan,Jennings,64,25,67,20,16,72,86,85,28,21,7,36,26,10,70,25,34
Travis,Glover,64,25,79,20,18,63,86,87,22,25,8,10,8,10,76,9,44
Tyler,Cooper,64,24,60,20,8,67,84,82,20,24,6,10,11,10,75,12,25
Arron,Mosby,63,26,53,20,15,82,76,82,53,54,12,62,13,30,35,53,75
Jamon,Dumas-Johnson,63,23,48,20,9,86,66,87,54,57,6,51,18,10,35,58,78
John,FitzPatrick,63,25,86,20,19,80,79,89,76,73,10,57,31,10,65,14,43
John,Williams,63,23,73,20,8,67,87,87,21,22,6,11,13,10,73,10,29
Kristian,Welch,63,27,54,20,12,85,75,86,64,57,21,68,20,10,31,57,79
Trey,Hill,63,25,64,20,1,56,84,84,29,24,6,10,22,10,72,12,37
Ben,Sims,62,25,89,20,19,85,69,79,76,77,11,65,13,10,58,13,28
Kadeem,Telfort,61,26,76,20,11,58,86,84,25,20,7,12,8,10,67,9,28
Keith,Randolph Jr,61,24,60,20,3,67,79,80,30,30,10,28,13,21,24,27,76
Matt,Orzech,61,30,42,20,10,78,73,88,64,56,10,37,14,10,49,20,44
Messiah,Swinson,61,25,48,20,19,77,72,81,73,76,10,65,22,35,55,32,41
Sean,Clifford,57,27,16,20,14,84,59,85,61,43,72,61,22,11,19,15,28
Derrick,Brown,95,27,95,21,3,73,98,95,56,53,31,52,14,30,46,27,94
Jaycee,Horn,86,25,8,21,2,92,65,85,65,76,13,74,14,55,27,85,67
Taylor,Moton,86,31,72,21,18,69,88,96,23,28,12,15,21,10,81,12,31
Chuba,Hubbard,85,26,30,21,4,92,73,83,90,73,20,90,17,76,41,15,32
Damien,Lewis,83,28,68,21,8,68,89,94,30,26,6,10,25,10,84,14,42
Robert,Hunt,82,29,50,21,16,66,89,87,38,41,6,30,20,10,87,14,39
Tre'von,Moehrig,82,26,7,21,5,90,64,85,64,75,6,70,21,65,32,73,77
Adam,Thielen,80,35,19,21,20,88,67,87,73,90,38,83,35,67,39,13,32
Ikem,Ekwonu,80,24,79,21,11,75,93,97,40,32,6,10,23,10,86,13,45
Rico,Dowdle,80,27,5,21,4,88,75,84,93,68,31,85,23,78,44,18,36
J.J.,Jansen,78,39,44,21,10,63,70,76,62,60,6,13,21,10,54,13,53
Jonathon,Brooks,77,22,24,21,4,90,70,86,92,65,15,84,22,40,32,27,38
Tetairoa,McMillan,77,22,4,21,20,89,76,89,73,85,57,77,17,71,41,27,44
D.J.,Wonnum,76,27,98,21,15,82,82,89,46,48,6,34,15,10,29,49,84
Tershawn,Wharton,76,27,92,21,3,79,87,88,27,36,6,17,20,10,34,24,80
A'Shawn,Robinson,75,30,94,21,3,65,85,90,39,42,6,23,17,9,41,22,87
Austin,Corbett,75,29,63,21,1,69,85,87,32,18,6,10,13,10,81,12,29
Bryce,Young,75,24,9,21,14,87,54,86,59,35,84,80,23,22,15,10,20
Mike,Jackson,75,28,2,21,2,91,61,81,57,67,6,67,14,30,25,75,64
Sam,Martin,75,35,6,21,13,76,46,75,48,45,15,10,76,10,20,18,24
Bobby,Brown III,74,25,97,21,3,72,86,85,25,26,6,23,19,9,39,20,86
Brady,Christensen,74,28,70,21,11,74,88,78,30,26,6,11,12,10,75,14,25
Nic,Scourton,74,21,11,21,7,82,83,86,39,33,11,41,23,33,35,46,75
Xavier,Legette,74,24,17,21,20,93,73,84,75,80,32,82,19,81,45,26,38
Christian,Rozeboom,73,28,56,21,17,82,67,84,50,70,6,50,20,10,33,69,81
Hunter,Renfrow,73,29,13,21,20,87,61,79,71,85,35,83,34,81,35,37,48
Jalen,Coker,73,23,18,21,20,91,63,81,75,86,34,78,22,25,36,20,34
Patrick,Jones II,72,26,91,21,7,77,78,82,41,38,6,37,12,10,31,35,79
Princely,Umanmielen,72,23,33,21,15,82,79,86,39,32,12,39,23,28,35,49,74
Trevor,Etienne,72,21,23,21,4,92,69,85,90,70,32,81,28,81,32,31,40
Akayleb,Evans,71,26,29,21,2,90,65,83,55,59,12,65,13,40,31,71,56
Cade,Mays,71,26,64,21,1,64,82,87,19,21,6,10,10,10,79,10,21
David,Moore,71,30,83,21,20,88,74,85,72,85,23,77,25,70,45,22,37
DJ,Johnson,71,26,52,21,7,89,82,88,71,68,23,61,20,35,56,49,77
Ja'Tavion,Sanders,71,22,0,21,19,83,67,89,78,82,10,72,12,6,55,19,49
Matthew,Wright,71,29,37,21,6,73,44,63,28,20,22,13,75,10,16,14,27
Nick,Scott,71,30,21,21,5,90,64,84,69,69,6,73,14,40,26,65,65
Shy,Tuttle,71,29,99,21,3,75,82,85,30,44,6,25,12,10,36,24,84
Andy,Dalton,70,37,14,21,14,74,54,92,64,55,82,52,19,10,12,12,15
Boogie,Basham Jr,70,27,54,21,3,85,81,90,45,42,6,29,11,10,38,35,77
Cam,Jackson,70,23,55,21,3,67,87,92,35,17,12,20,18,28,38,11,80
Chau,Smith-Wade,70,22,26,21,2,88,57,85,50,69,13,71,27,56,15,72,53
Jaden,Crumedy,70,25,96,21,3,73,84,86,37,34,6,21,17,9,33,37,82
Ryan,Fitzgerald,70,25,35,21,6,72,53,65,32,29,28,11,75,10,13,13,24
Tommy,Tremble,70,25,82,21,19,86,75,82,74,77,10,67,14,27,62,19,34
Trevin,Wallace,70,22,32,21,12,89,70,85,64,66,44,66,20,50,38,68,80
Lathan,Ransom,69,23,22,21,5,86,66,81,61,69,6,65,16,43,30,66,70
Yosh,Nijman,69,29,77,21,11,73,87,81,40,25,6,10,28,10,72,23,44
Jarrett,Kingston,67,25,61,21,8,72,90,82,28,25,7,15,11,10,75,11,25
Jimmy,Horn Jr,67,22,15,21,20,91,61,82,74,77,15,73,25,78,32,48,24
LaBryan,Ray,67,27,93,21,3,68,83,76,40,40,6,28,12,5,32,18,84
Mitchell,Evans,67,22,84,21,19,81,73,80,69,78,25,67,28,25,57,32,38
Raheem,Blackshear,67,26,3,21,4,90,55,82,77,68,20,81,16,83,37,18,24
Shemar,Bartholomew,67,25,27,21,2,91,60,79,61,71,8,71,19,55,25,66,54
Ja'Tyre,Carter,66,26,65,21,8,72,85,76,45,43,6,40,12,10,71,10,35
Jacolby,George,66,22,80,21,20,87,62,83,69,77,11,73,21,74,38,24,29
Sam,Roberts,66,27,74,21,3,69,85,85,25,24,6,22,12,10,49,13,76
Thomas,Incoom,66,26,48,21,15,84,77,77,55,54,8,47,36,15,37,28,78
Demani,Richardson,65,24,36,21,5,86,64,88,62,67,16,72,24,38,34,64,69
James,Mitchell,65,26,85,21,19,84,70,83,76,76,33,67,19,10,58,19,35
Kobe,Hudson,65,23,86,21,20,87,64,87,74,76,19,76,23,76,36,30,32
Chandler,Zavala,64,26,62,21,16,66,88,83,34,30,8,12,13,10,74,10,31
Jacoby,Windmon,64,24,41,21,12,84,70,86,50,57,6,30,12,10,31,65,82
Jon,Rhattigan,64,26,49,21,17,80,72,88,58,59,6,41,20,10,53,55,81
Claudin,Cherelus,63,26,53,21,12,87,70,84,57,50,32,64,15,15,30,50,77
Corey,Thornton,63,24,31,21,2,85,55,85,56,67,6,72,15,49,25,70,55
Emani,Bailey,63,23,39,21,4,85,64,84,84,61,26,78,13,57,26,18,34
Luke,Kandra,63,24,67,21,16,67,93,84,25,20,6,10,11,10,72,12,25
Brandon,Walton,62,27,73,21,11,61,85,79,28,25,6,15,14,15,72,11,25
Mello,Dotson,62,23,28,21,2,87,54,85,60,67,6,71,12,49,25,67,56
Mike,Reid,62,23,35,21,2,87,59,85,59,68,6,70,11,51,25,66,56
Dominique,Dafney,61,28,46,21,19,83,70,85,74,74,6,70,14,36,58,14,39
Tre,Swilling,61,26,39,21,2,86,61,87,55,57,12,72,12,50,22,64,52
Tyler,Mabry,60,28,43,21,19,75,73,81,74,78,10,59,11,34,56,17,37
Christian,Gonzalez,95,23,0,22,2,96,59,78,60,74,10,74,42,55,24,92,62
Stefon,Diggs,88,31,8,22,20,91,62,92,72,92,23,90,30,85,41,36,27
Jabrill,Peppers,86,29,5,22,5,88,73,82,67,78,26,84,18,84,27,80,80
Carlton,Davis III,85,28,7,22,2,90,65,88,65,72,6,67,15,40,27,87,64
Milton,Williams,85,26,97,22,3,83,92,87,28,29,6,23,13,10,38,21,86
Hunter,Henry,83,30,85,22,19,83,75,93,75,93,10,69,19,18,62,18,42
Mike,Onwenu,82,27,71,22,16,66,91,85,29,26,6,18,16,10,82,20,25
Robert,Spillane,82,29,14,22,17,87,71,90,60,74,6,46,12,10,31,68,89
Morgan,Moses,81,34,76,22,18,65,89,93,45,35,6,10,25,10,80,14,30
Christian,Barmore,80,26,90,22,3,74,89,89,41,37,6,24,12,10,38,21,86
Harold,Landry III,80,29,2,22,7,85,78,88,47,56,6,52,14,15,34,51,87
Kyle,Dugger,80,29,23,22,5,89,77,84,70,75,7,78,13,82,26,73,73
Rhamondre,Stevenson,80,27,38,22,4,88,79,86,86,71,20,86,18,45,55,13,41
Bryce,Baringer,79,26,17,22,13,73,50,85,40,28,30,23,85,10,15,10,32
Will,Campbell,79,21,66,22,11,73,87,90,30,21,6,10,15,10,83,12,29
Anfernee,Jennings,78,28,33,22,15,82,81,87,63,63,5,49,11,10,35,58,86
Antonio,Gibson,78,27,4,22,4,92,68,84,83,72,34,87,14,81,37,29,43
DeMario,Douglas,78,24,3,22,20,91,57,87,74,91,16,83,18,77,36,37,41
Drake,Maye,78,23,10,22,14,89,62,90,66,34,84,73,46,10,11,14,20
Keion,White,78,26,99,22,7,82,85,81,65,61,6,51,15,34,50,37,84
Marcus,Jones,78,26,25,22,2,92,48,84,65,77,12,87,13,88,23,74,63
Kendrick,Bourne,77,30,84,22,20,88,65,82,73,87,31,82,22,67,41,20,27
Marcus,Epps,77,29,22,22,5,87,63,85,57,67,12,70,17,60,27,72,72
TreVeyon,Henderson,76,22,32,22,4,91,71,83,94,67,16,83,18,71,41,26,33
Garrett,Bradbury,75,30,65,22,1,73,90,89,46,56,6,22,20,10,81,14,44
Jahlani,Tavai,75,28,48,22,17,84,78,85,54,69,6,46,19,13,32,62,84
